"season","teamid","off","def"
"A",581,6.82030178326475,-1.55006858710562
"A",582,-0.586805555555556,13.4965277777778
"A",583,0.15363511659808,-0.10562414266118
"A",586,-2.056,8.224
"A",587,0.820301783264746,-0.883401920438957
"A",588,-1.93004115226337,5.51440329218107
"A",589,1.18906064209275,-0.535077288941736
"A",590,-0.414201183431953,0.931952662721894
"A",592,-1.60714285714286,2.14285714285714
"A",593,-2.55208333333333,9.69791666666667
"A",594,-3.17307692307692,4.32692307692308
"A",595,1.06995884773663,-1.1522633744856
"A",596,-1.68449931412894,9.68587105624143
"A",597,1.98810939357907,-1.04637336504162
"A",598,-2.04166666666667,4.95833333333333
"A",599,4.23214285714286,-1.41071428571429
"A",600,-1.248,14.352
"A",602,-0.532544378698225,0.85207100591716
"A",603,10.3891779396462,-3.03017689906348
"A",604,8.09438775510204,-3.83418367346939
"A",605,-1.488,2.232
"A",606,2.92929292929293,-1.46464646464646
"A",607,5.23868312757202,-2.20576131687243
"A",608,-0.236686390532544,0.378698224852071
"A",610,-1.94444444444444,4.72222222222222
"A",611,-2.01275510204082,7.38010204081633
"A",612,3.1136,-2.4464
"A",613,-0.586734693877551,1.05612244897959
"A",615,-2.54437869822485,5.72485207100592
"A",616,-0.0380499405469679,0.0309155766944114
"A",617,0.312,-0.208
"A",619,-1.95710059171598,5.31213017751479
"A",620,-0.887573964497041,1.42011834319527
"A",621,-2.171875,3.61979166666667
"A",622,-2.07407407407407,4.14814814814815
"A",623,3.84,-2.56
"A",624,1.24555555555556,-0.721111111111111
"A",625,4.60166468489893,-2.81212841854935
"A",626,-1.92307692307692,3.07692307692308
"A",627,3.53571428571429,-1.17857142857143
"A",628,9.48444444444444,-3.44888888888889
"A",629,2.76222222222222,-1.00444444444444
"A",632,-1.11385459533608,1.03429355281207
"A",633,-0.248724489795918,0.215561224489796
"A",634,-0.6912,1.4688
"A",635,-1.82222222222222,3.64444444444444
"A",636,12.0095124851367,-1.92152199762188
"A",637,0.482853223593964,-0.33196159122085
"A",639,-0.0192307692307692,0.0192307692307692
"A",640,20.72,-1.48
"A",641,-1.45333333333333,5.81333333333333
"A",642,-1.456,3.744
"A",643,-1.008,1.512
"A",644,-1.33579881656805,10.241124260355
"A",645,1.04938271604938,-0.839506172839506
"A",647,2.21673525377229,-1.52400548696845
"A",648,-3.32510288065844,7.89711934156379
"A",650,-1.0562414266118,1.79561042524005
"A",651,3.61,-2.09
"A",652,-0.0658436213991769,0.0452674897119342
"A",653,-0.878698224852071,1.19822485207101
"A",654,-1.34615384615385,3.65384615384615
"A",655,-1.03826530612245,1.60459183673469
"A",657,0.688775510204082,-0.596938775510204
"A",658,3.68622448979592,-2.38520408163265
"A",659,6.31377551020408,-1.7219387755102
"A",660,7.32461355529132,-2.33055885850178
"A",661,3.4238683127572,-2.35390946502058
"A",662,3.31510107015458,-2.34007134363853
"A",663,12.1396484375,-0.3916015625
"A",664,2.16049382716049,-1.72839506172839
"A",665,-2.5344,4.5056
"A",666,6.4090368608799,-2.03923900118906
"A",667,-1.60493827160494,1.72839506172839
"A",668,0.191326530612245,-0.165816326530612
"A",669,7.54458161865569,-2.64060356652949
"A",670,4.39125910509886,-2.41519250780437
"A",671,-1.23186682520809,1.31985731272295
"A",672,0.4992,-0.4608
"A",673,1.18,-0.786666666666667
"A",674,0.423076923076923,-0.576923076923077
"A",675,5.70273483947681,-1.81450653983353
"A",676,1.55671175858481,-1.28199791883455
"A",677,-0.263374485596708,0.329218106995885
"A",678,1.57142857142857,-1.17857142857143
"A",679,3.18668252080856,-1.43400713436385
"A",680,3.9712,-1.8688
"A",681,8.10562414266118,-3.41289437585734
"A",682,-1.81474480151229,12.0982986767486
"A",683,-2.92866941015089,8.3676268861454
"A",685,6.125,-2.04166666666667
"A",686,5.83928571428571,-1.94642857142857
"A",687,2.8928,-1.6272
"A",690,5.62244897959184,-2.66326530612245
"A",692,-0.9984,0.9216
"A",693,-3.26388888888889,6.52777777777778
"A",695,2.95005202913632,-3.14672216441207
"A",696,-0.4416,0.4784
"A",698,2.13333333333333,-1.86666666666667
"A",699,0.228299643281807,-0.185493460166468
"A",700,-1.83539094650206,6.4238683127572
"A",701,7.22222222222222,-1.11111111111111
"A",702,-1.44,2.16
"A",703,3.89536266349584,-1.48394768133175
"A",704,-1.77423469387755,2.04719387755102
"A",705,-2.30029585798817,9.6612426035503
"A",708,4.64444444444444,-2.32222222222222
"A",711,0.420918367346939,-0.364795918367347
"A",712,-1.75510204081633,10.530612244898
"A",713,-1.67361111111111,8.36805555555556
"A",714,0.844993141289437,-0.784636488340192
"A",715,-2.50617283950617,7.16049382716049
"A",716,-1.512,6.048
"A",717,-1.55555555555556,3.11111111111111
"A",719,0.856123662306778,-0.799048751486326
"A",720,-1.5363511659808,2.61179698216735
"A",721,3.98216409036861,-2.81093935790725
"A",722,3.69230769230769,-2.30769230769231
"A",723,-0.0188888888888889,0.0144444444444444
"A",724,2.944,-1.656
"A",725,0.173076923076923,-0.173076923076923
"A",726,-1.74556213017752,9.60059171597633
"A",727,2.44378698224852,-2.09467455621302
"A",728,3.49794238683128,-2.05761316872428
"A",729,8.84362139917696,-2.52674897119342
"A",730,-1.91358024691358,3.82716049382716
"A",731,0.507544581618656,-0.862825788751715
"A",732,2.40192043895748,-1.41289437585734
"A",734,0,25.9565217391304
"A",736,6.12426035502959,-1.83727810650888
"A",737,2.38520408163265,-1.54336734693878
"A",738,7.91666666666667,-1.58333333333333
"A",740,0.096,-0.104
"A",741,3.54006243496358,-2.55671175858481
"A",742,-0.5,0.5
"A",743,-1.70408163265306,4.26020408163265
"A",744,2.97666666666667,-1.72333333333333
"A",745,-1.57475994513032,9.05486968449931
"A",746,-1.63313609467456,3.67455621301775
"A",747,6.57692307692308,-2.42307692307692
"A",749,-1.35802469135802,2.30864197530864
"A",751,-0.7392,0.9408
"A",752,0.6272,-0.4928
"A",753,-0.766803840877915,0.825788751714678
"A",754,0.463648834019204,-0.499314128943759
"A",755,-0.208,0.192
"A",756,-1.43757431629013,1.76932223543401
"A",757,-0.439349112426036,0.599112426035503
"A",758,3.90946502057613,-1.64609053497942
"A",761,-0.0208,0.0192
"A",762,-2.18491124260355,5.93047337278106
"A",764,-1.63775510204082,2.18367346938776
"A",765,0.177514792899408,-0.130177514792899
"A",766,-1.65980795610425,7.30315500685871
"A",767,-1.73076923076923,5.76923076923077
"A",768,-0.520710059171598,0.710059171597633
"A",769,2.42857142857143,-1.57142857142857
"A",771,0.0918367346938775,-0.122448979591837
"A",772,-0.797337278106509,1.08727810650888
"A",773,1.7472,-1.6128
"A",774,-0.515625,0.609375
"A",775,-1.3265306122449,2.38775510204082
"A",776,-2.02469135802469,4.04938271604938
"A",777,-2.71056241426612,2.91906721536351
"A",778,-0.995884773662551,1.44855967078189
"A",779,1.25514403292181,-1.00411522633745
"A",780,0.513674197384067,-0.417360285374554
"A",781,-0.559670781893004,0.699588477366255
"A",782,2.71604938271605,-2.17283950617284
"A",783,6.35939643347051,-2.67764060356653
"A",784,-1.984,4.216
"A",786,5.671875,-1.890625
"A",788,-1.39285714285714,1.39285714285714
"A",789,1.06763787721124,-0.674297606659729
"A",790,-0.142857142857143,0.142857142857143
"A",791,-1.25514403292181,1.00411522633745
"A",792,-0.592,0.888
"A",793,5.42211652794292,-2.43995243757432
"A",794,-0.467764060356653,0.680384087791495
"A",795,-1.96875,3.28125
"A",796,13.1843043995244,-0.470868014268728
"A",797,-1.75347222222222,2.45486111111111
"A",798,0.374554102259215,-0.349583828775268
"A",799,0.37037037037037,-0.296296296296296
"A",800,-2.7072,4.8128
"A",801,4.12345679012346,-2.06172839506173
"A",802,8.99881093935791,-2.86325802615933
"A",803,-1.28395061728395,3.04938271604938
"A",804,-3.07939508506616,4.79017013232514
"A",805,-0.0178571428571429,0.0178571428571429
"A",807,1.1522633744856,-0.921810699588477
"A",809,-2.00255102040816,3.60459183673469
"A",810,5.44333333333333,-1.65666666666667
"A",811,0.642011834319527,-0.550295857988166
"A",812,0.841836734693878,-0.729591836734694
"A",813,-2.03017832647462,8.93278463648834
"A",814,-0.4375,0.3125
"A",815,3.8525564803805,-1.73365041617122
"A",816,-0.43281807372176,0.532699167657551
"A",817,-0.710059171597633,1.13609467455621
"A",818,-2.07777777777778,3.58888888888889
"A",819,-1.728,2.592
"A",820,-0.673076923076923,0.673076923076923
"A",821,10.474435196195,-2.73246135552913
"A",822,0.316290130796671,-0.338882282996433
"A",824,-0.406804733727811,0.554733727810651
"A",825,5.9765625,-1.9921875
"A",826,3.63733650416171,-1.91438763376932
"A",827,0.551724137931034,-0.448275862068966
"A",828,-2.288,2.912
"A",829,6.84183142559834,-1.6420395421436
"A",830,0.296296296296296,-0.37037037037037
"A",831,6.69958847736625,-1.52263374485597
"A",832,0.72,-0.48
"A",833,-0.288461538461538,0.211538461538462
"A",834,-0.987654320987654,0.790123456790123
"A",835,1.01923076923077,-1.01923076923077
"A",836,0.576131687242798,-0.460905349794239
"A",838,-0.754458161865569,1.28257887517147
"A",839,7.1875,-1.5625
"A",840,1.86556927297668,-1.28257887517147
"A",841,2.50205761316872,-1.7201646090535
"A",842,3.00765306122449,-1.67091836734694
"A",843,1.23456790123457,-1.54320987654321
"A",844,8.65843621399177,-1.08230452674897
"A",845,-1.32544378698225,2.98224852071006
"A",846,-1.58858501783591,4.17003567181926
"A",847,-0.504,0.896
"A",848,-3.024,9.576
"A",849,0.089179548156956,-0.0832342449464923
"A",850,-0.862003780718336,18.9640831758034
"A",851,-0.615384615384615,0.615384615384615
"A",852,-1.30177514792899,1.77514792899408
"A",853,0.464285714285714,-0.535714285714286
"A",854,-2.3296,5.9904
"A",855,0.128,-0.192
"B",502,-1.10743801652893,4.98347107438017
"B",503,-0.6048,1.5552
"B",504,2.83038501560874,-2.3309053069719
"B",506,-3.8469387755102,9.61734693877551
"B",508,-1.87869822485207,3.00591715976331
"B",509,-1.83431952662722,2.93491124260355
"B",510,-0.461538461538462,0.538461538461538
"B",511,7.97321428571429,-3.77678571428571
"B",512,-1.41836734693878,3.54591836734694
"B",513,1.90946502057613,-1.31275720164609
"B",514,-3.12426035502959,17.1834319526627
"B",515,4.67078189300411,-3.73662551440329
"B",516,-0.52,0.48
"B",517,-2.70833333333333,5.41666666666667
"B",518,0.55,-0.55
"B",519,1.19500594530321,-1.115338882283
"B",520,0.17219387755102,-0.149234693877551
"B",521,0.828775267538644,-0.585017835909631
"B",523,-1.08641975308642,1.58024691358025
"B",526,1.99725651577503,-1.85459533607682
"B",527,3.97027348394768,-1.51248513674197
"B",528,5.64803804994055,-0.903686087990488
"B",529,5.08666666666667,-2.18
"B",530,2.89795918367347,-2.1734693877551
"B",531,-1.89940828402367,10.4467455621302
"B",533,2.86224489795918,-1.85204081632653
"B",534,1.34438775510204,-0.869897959183674
"B",535,6.02,-2.58
"B",536,-0.760355029585799,19.008875739645
"B",537,-2.448,7.752
"B",538,0.467764060356653,-0.680384087791495
"B",539,5.66825208085612,-2.15933412604043
"B",540,-2.76388888888889,5.52777777777778
"B",541,3.49702734839477,-2.46848989298454
"B",543,-2.8,7.2
"B",544,-1.51440329218107,3.59670781893004
"B",545,0.493827160493827,-0.395061728395062
"B",546,4.49464922711058,-1.71224732461356
"B",547,5.34948979591837,-2.9719387755102
"B",548,-2.49657064471879,14.3552812071331
"B",549,12.2314453125,-3.4248046875
"B",550,-1.03780718336484,1.61436672967864
"B",551,4.87666666666667,-2.09
"B",552,-2.37627551020408,5.01658163265306
"B",553,-2.109375,3.515625
"B",554,12.2770919067215,-0.982167352537723
"B",555,-0.214285714285714,0.285714285714286
"B",556,2.59,-1.11
"B",557,2.23816568047337,-1.18491124260355
"B",558,-1.88,7.52
"B",559,2.28571428571429,-2.28571428571429
"B",560,4.79429250891795,-1.82639714625446
"B",561,-0.5152,0.4048
"B",562,0.75,-0.75
"B",564,-0.481481481481481,0.518518518518518
"B",565,0.779336734693878,-0.899234693877551
"B",566,-2.1696,15.9104
"B",567,4.9232,-2.3168
"B",568,2.376,-1.584
"B",569,0.588477366255144,-0.633744855967078
"B",570,1.25208085612366,-1.5410225921522
"B",571,-2.94787379972565,8.42249657064472
"B",573,-1.44230769230769,11.0576923076923
"B",574,1.33928571428571,-1.16071428571429
"B",575,-0.772959183673469,10.0484693877551
"B",576,5.86666666666667,-2.13333333333333
"B",577,10.8178980228928,-3.7627471383975
"B",578,-1.37037037037037,2.74074074074074
"B",579,-1.952,2.928
"B",580,-2.5872,6.6528
"B",581,1.62663495838288,-0.856123662306778
"B",582,-1.8528,5.8672
"B",583,2.67455621301775,-1.67159763313609
"B",586,-3.048,12.192
"B",587,-0.636836628511967,0.524453694068678
"B",588,-1.01020408163265,0.561224489795918
"B",589,-0.994054696789536,1.62663495838288
"B",590,1.0528,-0.8272
"B",592,0.128418549346017,-0.18192627824019
"B",593,-2.6556927297668,6.30727023319616
"B",594,2.39714625445898,-1.94768133174792
"B",595,4.17009602194787,-2.86694101508916
"B",596,-2.13991769547325,7.48971193415638
"B",597,2.57555555555556,-1.49111111111111
"B",598,-2.0608,4.3792
"B",599,2.16198979591837,-1.87372448979592
"B",600,-4.15384615384615,9.34615384615385
"B",602,-1.41289437585734,2.40192043895748
"B",603,3.82908163265306,-1.81377551020408
"B",604,4.7578125,-1.5859375
"B",605,-1.4336,3.0464
"B",606,-0.950617283950617,1.90123456790123
"B",607,1.0608,-0.9792
"B",608,-2.3472,4.1728
"B",610,-1.49245541838134,3.54458161865569
"B",611,1.73469387755102,-1.12244897959184
"B",612,3.4048,-1.9152
"B",613,4.71879286694101,-1.65157750342936
"B",615,-0.960059171597633,1.30917159763314
"B",616,-1.87654320987654,4.45679012345679
"B",617,-1.03550295857988,1.65680473372781
"B",619,-2.76479289940828,7.50443786982249
"B",620,-2.4448,5.1952
"B",621,0.75,-0.75
"B",622,-0.196195005945303,0.183115338882283
"B",623,5.83333333333333,-2.5
"B",624,7.64803804994055,-1.59334126040428
"B",625,3.609375,-1.640625
"B",626,-1.88265306122449,2.51020408163265
"B",627,5.91200951248514,-1.88109393579073
"B",628,5.68370986920333,-2.5576694411415
"B",629,5.33163265306122,-2.13265306122449
"B",632,-1.70790816326531,1.97066326530612
"B",633,-2.28316326530612,10.5025510204082
"B",634,-1.1952,2.1248
"B",635,0.267857142857143,-0.232142857142857
"B",636,19.01171875,-0.61328125
"B",637,-2.00274348422497,3.40466392318244
"B",639,-1.8816,4.8384
"B",640,18.7741046831956,-2.58953168044077
"B",641,-0.987654320987654,1.67901234567901
"B",642,-2.94230769230769,5.55769230769231
"B",643,-0.0624,0.0576
"B",644,-0.646090534979424,16.798353909465
"B",645,2.82996432818074,-1.27348394768133
"B",647,-0.178326474622771,0.192043895747599
"B",648,6.21759809750297,-2.36860879904875
"B",650,1.5363511659808,-1.42661179698217
"B",651,3.54214360041623,-1.23204994797086
"B",652,-1.68724279835391,5.90534979423868
"B",653,0.0178326474622771,-0.0192043895747599
"B",654,-0.230452674897119,0.288065843621399
"B",655,-1.26666666666667,2.53333333333333
"B",657,-1.51785714285714,2.73214285714286
"B",658,-1.17283950617284,2.34567901234568
"B",659,-2.03571428571429,7.46428571428571
"B",660,8.31111111111111,-3.02222222222222
"B",661,2.52040816326531,-1.19387755102041
"B",662,6.09677419354839,-2.90322580645161
"B",663,1.04890738813736,-0.757544224765869
"B",664,2.38775510204082,-1.79081632653061
"B",665,-1.2416,2.6384
"B",666,0.675555555555555,-0.591111111111111
"B",667,-1.4375,15.8125
"B",668,1.61224489795918,-1.20918367346939
"B",669,6.56718192627824,-2.50178359096314
"B",670,3.52555555555556,-2.04111111111111
"B",671,2.41426611796982,-1.65980795610425
"B",672,0.836734693877551,-0.627551020408163
"B",673,13.1391200951249,-1.51605231866825
"B",674,4.64285714285714,-1.85714285714286
"B",675,-1.89655172413793,3.10344827586207
"B",676,0.52734375,-0.59765625
"B",677,-2.2784,4.8416
"B",678,3.3984375,-1.1328125
"B",679,3.3602853745541,-2.05350772889417
"B",680,3.47919143876338,-1.83115338882283
"B",681,-0.178326474622771,0.192043895747599
"B",682,-2.1504,6.8096
"B",683,-2.69135802469136,5.38271604938272
"B",685,3.00475624256837,-1.58145065398335
"B",686,-0.211248285322359,0.196159122085048
"B",687,2.74112426035503,-1.45118343195266
"B",690,-1.14677640603567,1.66803840877915
"B",692,2.87573964497041,-1.27810650887574
"B",693,0.624,-0.576
"B",695,2.79111111111111,-2.44222222222222
"B",696,0.0448,-0.0352
"B",698,0.817777777777778,-0.715555555555556
"B",699,2.3265306122449,-1.10204081632653
"B",700,-2.65020576131687,7.57201646090535
"B",701,8.91888888888889,-2.71444444444444
"B",702,4.88888888888889,-2.44444444444444
"B",703,7.60459183673469,-2.07397959183673
"B",704,-1.99234693877551,3.07908163265306
"B",705,-2.13888888888889,4.27777777777778
"B",708,8.77333333333333,-2.19333333333333
"B",711,-1.79962192816635,4.11342155009452
"B",712,-2.29492455418381,6.55692729766804
"B",713,6.21301775147929,-1.86390532544379
"B",714,1,-0.75
"B",715,-1.82282996432818,5.72889417360285
"B",716,-0.658436213991769,0.823045267489712
"B",717,0.249657064471879,-0.231824417009602
"B",719,1.56213017751479,-0.976331360946746
"B",720,-0.0960219478737997,0.16323731138546
"B",721,6.34839476813317,-3.34126040428062
"B",722,0.0355555555555556,-0.0311111111111111
"B",723,3.05078125,-1.38671875
"B",724,7.8432,-2.4768
"B",725,3.2880658436214,-1.93415637860082
"B",726,-1.81952662721894,6.06508875739645
"B",727,9.68724279835391,-2.20164609053498
"B",728,-0.63905325443787,0.745562130177515
"B",729,-2.00274348422497,3.40466392318244
"B",730,-1.15384615384615,4.84615384615385
"B",731,-0.0355555555555556,0.0311111111111111
"B",732,-1.75147928994083,3.94082840236686
"B",733,-1.86011342155009,5.2703213610586
"B",734,-4.07118055555556,9.88715277777778
"B",736,9.4585798816568,-1.23372781065089
"B",737,3.53798126951093,-1.94588969823101
"B",738,1.01913265306122,-0.659438775510204
"B",740,-1.40192043895748,1.30178326474623
"B",741,7.37217598097503,-3.31747919143876
"B",742,-0.72,1.08
"B",743,0.514030612244898,-0.593112244897959
"B",744,0.364883401920439,-0.338820301783265
"B",745,-1.55612244897959,9.33673469387755
"B",746,-1.81069958847737,2.63374485596708
"B",747,-1.144,1.056
"B",749,-0.26,0.34
"B",751,-3.07692307692308,6.92307692307692
"B",752,1.0310650887574,-0.54585798816568
"B",753,2.52400548696845,-1.73525377229081
"B",754,-1.57840236686391,2.15236686390533
"B",755,0.207100591715976,-0.177514792899408
"B",756,-2.07692307692308,2.42307692307692
"B",757,-1.632,2.448
"B",758,1.40466392318244,-0.965706447187929
"B",761,-2.11834319526627,4.76627218934911
"B",762,-1.79698216735254,3.05486968449931
"B",764,-1.79012345679012,3.58024691358025
"B",765,-2.352,3.528
"B",766,-1.55555555555556,3.11111111111111
"B",767,0.37037037037037,-0.296296296296296
"B",768,7.11522633744856,-2.03292181069959
"B",769,6.18444444444444,-1.88222222222222
"B",771,-1.83264746227709,4.35253772290809
"B",772,-0.230452674897119,0.288065843621399
"B",773,-1.91715976331361,4.31360946745562
"B",774,-2.22107438016529,7.55165289256198
"B",775,0.125,-0.125
"B",776,-2.0082304526749,2.51028806584362
"B",777,-0.397959183673469,0.459183673469388
"B",778,0.0534979423868313,-0.0576131687242798
"B",779,4.64,-1.16
"B",780,-1.43876337693222,2.35434007134364
"B",781,3.77678571428571,-1.25892857142857
"B",782,-1.29336734693878,1.49234693877551
"B",783,8.208,-3.192
"B",784,-1.62759924385633,3.72022684310019
"B",786,4.03329864724246,-2.54734651404787
"B",788,4.03030303030303,-2.3030303030303
"B",789,3.8858501783591,-2.04518430439952
"B",790,-1.78052126200274,2.58984910836763
"B",791,-1.85185185185185,3.7037037037037
"B",792,-0.211538461538462,0.211538461538462
"B",793,1.90946502057613,-1.31275720164609
"B",794,-1.07407407407407,2.14814814814815
"B",795,0.761316872427984,-0.609053497942387
"B",796,3.92602040816327,-1.85969387755102
"B",797,-1.2816,2.2784
"B",798,0.0532544378698225,-0.0621301775147929
"B",799,-1.41198979591837,2.98086734693878
"B",800,-1.17603550295858,0.862426035502958
"B",801,4.04399524375743,-2.12841854934602
"B",802,6.7158203125,-2.6279296875
"B",803,-0.566568047337278,14.164201183432
"B",804,-2.02662721893491,3.24260355029586
"B",805,1.03017689906348,-0.744016649323621
"B",807,-0.816568047337278,20.414201183432
"B",809,-1.97916666666667,7.52083333333333
"B",810,4.23214285714286,-1.41071428571429
"B",811,-1.39285714285714,1.85714285714286
"B",812,-0.820301783264746,0.883401920438957
"B",813,-1.69822485207101,9.34023668639053
"B",814,-1.07270233196159,0.631001371742112
"B",815,-1.86666666666667,3.73333333333333
"B",816,-1.179548156956,0.958382877526754
"B",817,3.25802615933413,-1.46611177170036
"B",818,2.44855967078189,-1.440329218107
"B",819,-2.848,4.272
"B",820,-1.81076388888889,4.39756944444444
"B",821,11.6071428571429,-1.39285714285714
"B",822,3.42011834319527,-1.81065088757396
"B",824,-1.2476370510397,1.62192816635161
"B",825,1.11385459533608,-1.03429355281207
"B",826,7.26785714285714,-1.98214285714286
"B",827,2.67538644470868,-1.63495838287753
"B",828,-1.17307692307692,1.17307692307692
"B",829,5.35691987513007,-2.19146722164412
"B",830,1.94,-1.29333333333333
"B",831,0.606666666666667,-0.693333333333333
"B",832,-2.3904,4.2496
"B",833,-3.03645833333333,3.58854166666667
"B",834,2.77503429355281,-1.6323731138546
"B",835,-1.49704142011834,2.04142011834319
"B",836,-0.607142857142857,0.607142857142857
"B",838,-1.6323731138546,2.77503429355281
"B",839,8.61474435196195,-2.24732461355529
"B",840,2.00548696844993,-1.17969821673525
"B",841,0.14268727705113,-0.202140309155767
"B",842,-0.631377551020408,0.54719387755102
"B",843,5.30739795918367,-2.5140306122449
"B",844,0.499314128943759,-0.537722908093278
"B",845,-2.67901234567901,7.65432098765432
"B",846,2.18930041152263,-2.03292181069959
"B",847,-0.965706447187929,1.40466392318244
"B",848,-2.78260869565217,5.21739130434783
"B",849,2.8641975308642,-1.4320987654321
"B",850,-1.88888888888889,9.44444444444444
"B",851,-1.64201183431953,5.47337278106509
"B",852,-0.226337448559671,0.329218106995885
"B",853,9.5363511659808,-2.16735253772291
"B",854,-1.6848,2.9952
"B",855,-1.0414201183432,2.34319526627219
"C",502,-1.92743764172336,6.16780045351474
"C",503,3.83431952662722,-2.39644970414201
"C",504,0.633333333333333,-0.633333333333333
"C",506,-2.25,4.25
"C",508,-1.152,1.728
"C",509,-1.30589849108368,3.10150891632373
"C",510,1.8905325443787,-0.840236686390533
"C",511,14.3850156087409,-2.13111342351717
"C",512,0.599375650364204,-0.432882414151925
"C",513,-0.841836734693878,0.729591836734694
"C",514,-1.7088,12.5312
"C",515,8.40777777777778,-2.55888888888889
"C",516,2.97265160523187,-1.33769322235434
"C",517,-3.28254437869822,8.90976331360947
"C",518,0.860969387755102,-0.746173469387755
"C",519,1.44230769230769,-1.05769230769231
"C",520,5.78994082840237,-2.13313609467456
"C",521,-0.857142857142857,0.857142857142857
"C",522,-3.712,7.888
"C",523,-0.720414201183432,18.0103550295858
"C",526,1.60714285714286,-1.39285714285714
"C",527,-0.622222222222222,0.711111111111111
"C",528,1.58333333333333,-0.916666666666667
"C",529,-1.4976,2.6624
"C",530,1.05357142857143,-1.05357142857143
"C",531,-2.6094674556213,8.69822485207101
"C",533,0,0
"C",534,0.0961538461538462,-0.0961538461538462
"C",535,2.46666666666667,-1.23333333333333
"C",536,-1.87,4.36333333333333
"C",537,-2.2464,11.7936
"C",538,-1.9712,2.5088
"C",539,0.378600823045267,-0.473251028806584
"C",540,-3.0464,6.4736
"C",541,-1.2482853223594,1.3443072702332
"C",543,-1.57777777777778,3.15555555555556
"C",544,-1.8048,9.4752
"C",545,-1.70414201183432,9.37278106508876
"C",546,3.72770511296076,-1.96195005945303
"C",547,-1.15532544378698,1.57544378698225
"C",548,-1.60219478737997,20.0274348422497
"C",549,11.4443288241415,-2.20083246618106
"C",550,0.25,-0.25
"C",551,4.15816857440166,-3.00312174817898
"C",552,-2.61728395061728,3.27160493827161
"C",553,-2.3712,7.5088
"C",554,11.679012345679,-2.65432098765432
"C",555,-0.919067215363512,1.56241426611797
"C",556,-0.958579881656805,1.11834319526627
"C",557,3.62130177514793,-1.6094674556213
"C",558,-2.128,3.192
"C",559,12.3829201101928,-1.70798898071625
"C",560,5.71819262782402,-2.17835909631391
"C",561,-1.1008,2.3392
"C",562,3.80246913580247,-1.90123456790123
"C",564,-1.04115226337449,1.51440329218107
"C",565,0.828402366863905,-1.32544378698225
"C",566,-0.7888,18.9312
"C",567,-2.28846153846154,6.21153846153846
"C",568,2.5679012345679,-1.28395061728395
"C",569,3.26742976066597,-1.79708636836629
"C",570,2,-1
"C",571,-3.33333333333333,10
"C",573,-2.05469678953627,7.87633769322235
"C",574,8.60082304526749,-1.95473251028807
